Species,SpecCode,TempMin,TempMax
Stolephorus grandis,69959,NA,NA
Stolephorus holodon,568,NA,NA
Stolephorus indicus,569,NA,NA
Stolephorus insignus,69960,NA,NA
Stolephorus insularis,571,NA,NA
Stolephorus mercurius,69955,NA,NA
Stolephorus multibranchus,573,NA,NA
Stolephorus nelsoni,574,NA,NA
Stolephorus pacificus,575,NA,NA
Stolephorus ronquilloi,576,NA,NA
Stolephorus shantungensis,60701,NA,NA
Stolephorus tamilensis,70037,NA,NA
Stolephorus teguhi,65324,NA,NA
Stolephorus tri,577,NA,NA
Stolephorus waitei,578,NA,NA
Stolephorus zephyrus,69434,NA,NA
Stomias affinis,10167,NA,NA
Stomias atriventer,5155,NA,NA
Stomias boa,1806,NA,NA
Stomias brevibarbatus,11717,NA,NA
Stomias colubrinus,55051,NA,NA
Stomias danae,55049,NA,NA
Stomias ferox,1358,NA,NA
Stomias gracilis,6972,NA,NA
Stomias lampropeltis,11718,NA,NA
Stomias longibarbatus,11719,NA,NA
Stomias nebulosus,10261,NA,NA
Stonogobiops dracula,4308,NA,NA
Stonogobiops larsonae,59348,NA,NA
Stonogobiops medon,4309,NA,NA
Stonogobiops nematodes,4312,22,25
Stonogobiops pentafasciatus,27810,NA,NA
Stonogobiops xanthorhinicus,4311,21,27
Stonogobiops yasha,58585,NA,NA
Storrsia olsoni,50494,NA,NA
Strangomera bentincki,1530,NA,NA
Symphurus insularis,57291,NA,NA
Symphurus jenynsi,47630,NA,NA
Symphurus kyaropterygium,47514,NA,NA
Symphurus leeorum,13645,NA,NA
Symphurus leucochilus,68264,NA,NA
Symphurus ligulatus,8870,NA,NA
Symphurus longirostris,69656,NA,NA
Symphurus lubbocki,57296,NA,NA
Symphurus luzonensis,58960,NA,NA
Symphurus macrophthalmus,61503,NA,NA
Symphurus maculopinnis,66306,NA,NA
Symphurus maldivensis,59537,NA,NA
Syngnathus dawsoni,61275,NA,NA
Syngnathus euchrous,3298,NA,NA
Syngnathus exilis,3299,NA,NA
Syngnathus floridae,3300,NA,NA
Syngnathus folletti,61274,NA,NA
Syngnathus fuscus,3301,NA,NA
Syngnathus insulae,46210,NA,NA
Tasmanogobius lasti,59441,NA,NA
Tasmanogobius lordi,47140,NA,NA
Tathicarpus butleri,11269,NA,NA
Stromateus brasiliensis,12930,NA,NA
Stromateus fiatola,1198,NA,NA
Stromateus stellatus,26365,NA,NA
Strongylura anastomella,23039,NA,NA
Strongylura exilis,3162,NA,NA
Strongylura fluviatilis,53809,NA,NA
Strongylura forsythia,53810,NA,NA
Strongylura incisa,8121,NA,NA
Strongylura leiura,1315,NA,NA
Strongylura marina,974,NA,NA
Strongylura notata,3163,NA,NA
Strongylura scapularis,13553,NA,NA
Strongylura senegalensis,9023,NA,NA
Strongylura strongylura,1316,NA,NA
Strongylura timucu,975,NA,NA
Strongylura urvillii,14497,NA,NA
Strophidon dawydoffi,70312,NA,NA
Strophidon dorsalis,58586,NA,NA
Strophidon sathete,8595,23,28
Stygnobrotula latebricola,3127,NA,NA
Stylephorus chordatus,3268,NA,NA
Styracura pacifica,13182,NA,NA
Styracura schmardae,1249,NA,NA
Suculentophichthus nasus,67920,NA,NA
Sudis atrox,7403,NA,NA
Sudis hyalina,2047,NA,NA
Sueviota aprica,59923,NA,NA
Sueviota atrinasa,59924,NA,NA
Sueviota bryozophila,68072,NA,NA
Sueviota lachneri,25538,NA,NA
Sueviota larsonae,59349,NA,NA
Sueviota minersorum,69070,NA,NA
Sueviota pyrios,68188,NA,NA
Sueviota tubicola,68352,NA,NA
Suezichthys arquatus,4412,NA,NA
Suezichthys aylingi,4406,NA,NA
Suezichthys bifurcatus,59630,NA,NA
Suezichthys caudavittatus,4409,NA,NA
Suezichthys cyanolaemus,4411,NA,NA
Suezichthys gracilis,4407,NA,NA
Suezichthys notatus,4410,NA,NA
Suezichthys ornatus,58373,NA,NA
Suezichthys rosenblatti,67040,NA,NA
Suezichthys russelli,4413,NA,NA
Suezichthys soelae,4408,NA,NA
Sufflamen albicaudatum,25419,NA,NA
Sufflamen bursa,6029,NA,NA
Sufflamen chrysopterum,5842,NA,NA
Sufflamen fraenatum,1312,NA,NA
Sufflamen verres,13533,NA,NA
Sufflogobius bibarbatus,10195,11,15
Suggrundus cooperi,52820,NA,NA
Suggrundus macracanthus,10336,NA,NA
Suggrundus meerdervoortii,12993,NA,NA
Sunagocia arenicola,12901,NA,NA
Sunagocia carbunculus,15241,NA,NA
Sunagocia omanensis,69084,NA,NA
Sunagocia otaitensis,12903,NA,NA
Sunagocia sainsburyi,64194,NA,NA
Suruga fundicola,23698,NA,NA
Sutorectus tentaculatus,761,NA,NA
Suttonia lineata,49436,NA,NA
Suttonia suttoni,49437,NA,NA
Svetovidovia lucullus,27734,NA,NA
Syacium guineense,24641,NA,NA
Syacium gunteri,4231,NA,NA
Syacium latifrons,13972,NA,NA
Syacium longidorsale,13974,NA,NA
Syacium maculiferum,13977,NA,NA
Syacium micrurum,4232,NA,NA
Syacium ovale,13978,NA,NA
Syacium papillosum,4233,NA,NA
Symbolophorus barnardi,16720,NA,NA
Symbolophorus boops,7298,NA,NA
Symbolophorus californiensis,5351,NA,NA
Symbolophorus evermanni,4468,NA,NA
Symbolophorus kreffti,16724,NA,NA
Symbolophorus reversus,62089,NA,NA
Symbolophorus rufinus,16726,NA,NA
Symbolophorus veranyi,1737,NA,NA
Sympenchelys taiwanensis,70529,NA,NA
Symphodus bailloni,9186,NA,NA
Symphodus caeruleus,57256,NA,NA
Symphodus cinereus,1791,NA,NA
Symphodus doderleini,54573,NA,NA
Symphodus mediterraneus,4578,NA,NA
Symphodus melops,59,NA,NA
Symphodus roissali,1709,NA,NA
Symphodus rostratus,4580,NA,NA
Symphodus tinca,1708,NA,NA
Symphodus trutta,22498,NA,NA
Symphorichthys spilurus,214,NA,NA
Symphorus nematophorus,215,NA,NA
Symphurus arabicus,69698,NA,NA
Symphurus arawak,4261,NA,NA
Symphurus atramentatus,13632,NA,NA
Symphurus atricauda,4262,NA,NA
Symphurus australis,59529,NA,NA
Symphurus bathyspilus,61637,NA,NA
Symphurus billykrietei,47250,NA,NA
Symphurus callopterus,13636,NA,NA
Symphurus caribbeanus,24610,NA,NA
Symphurus chabanaudi,13637,NA,NA
Symphurus civitatum,4263,NA,NA
Symphurus diabolicus,13640,NA,NA
Symphurus diomedeanus,1018,NA,NA
Symphurus elongatus,24626,NA,NA
Symphurus fallax,69700,NA,NA
Symphurus fasciolaris,13643,NA,NA
Symphurus fuscus,61502,NA,NA
Symphurus gilesii,24260,NA,NA
Symphurus ginsburgi,47489,NA,NA
Symphurus gorgonae,13644,NA,NA
Symphurus hernandezi,69680,NA,NA
Symphurus hondoensis,59528,NA,NA
Symphurus marginatus,47499,NA,NA
Symphurus marmoratus,17371,NA,NA
Symphurus megasomus,65217,NA,NA
Symphurus melanurus,13646,NA,NA
Symphurus melasmatotheca,13647,NA,NA
Symphurus microlepis,13648,NA,NA
Symphurus microrhynchus,47916,NA,NA
Symphurus minor,4264,NA,NA
Symphurus monostigmus,63020,NA,NA
Symphurus multimaculatus,65070,NA,NA
Symphurus nebulosus,4265,NA,NA
Symphurus nigrescens,1768,NA,NA
Symphurus normani,8873,NA,NA
Symphurus novemfasciatus,56093,NA,NA
Symphurus ocellaris,63846,NA,NA
Symphurus ocellatus,7687,NA,NA
Symphurus oculellus,24607,NA,NA
Symphurus oligomerus,13649,NA,NA
Symphurus ommaspilus,16432,NA,NA
Symphurus parvus,4266,NA,NA
Symphurus pelicanus,4267,NA,NA
Symphurus piger,4268,NA,NA
Symphurus plagiusa,1019,NA,NA
Symphurus plagusia,7532,NA,NA
Symphurus prolatinaris,13650,NA,NA
Symphurus pusillus,4269,NA,NA
Symphurus regani,24369,NA,NA
Symphurus reticulatus,57292,NA,NA
Symphurus rhytisma,16431,NA,NA
Symphurus sayademalhensis,69699,NA,NA
Symphurus schultzi,58961,NA,NA
Symphurus septemstriatus,23886,NA,NA
Symphurus stigmosus,47251,NA,NA
Symphurus strictus,7688,NA,NA
Symphurus tessellatus,24603,NA,NA
Symphurus thermophilus,64628,19,22
Symphurus trewavasae,47510,NA,NA
Symphurus trifasciatus,24405,NA,NA
Symphurus undatus,58962,NA,NA
Symphurus undecimplerus,13651,NA,NA
Symphurus urospilus,4270,NA,NA
Symphurus vanmelleae,59536,NA,NA
Symphurus variegatus,8922,NA,NA
Symphurus varius,13654,NA,NA
Symphurus williamsi,13655,NA,NA
Symphurus woodmasoni,24746,NA,NA
Symphysanodon andersoni,60290,NA,NA
Symphysanodon berryi,7542,NA,NA
Symphysanodon disii,64089,NA,NA
Symphysanodon katayamai,13008,NA,NA
Symphysanodon maunaloae,10468,NA,NA
Symphysanodon mona,62186,NA,NA
Symphysanodon octoactinus,52880,NA,NA
Symphysanodon parini,62187,NA,NA
Symphysanodon pitondelafournaisei,65529,NA,NA
Symphysanodon rhax,62188,NA,NA
Symphysanodon typus,10580,NA,NA
Symphysanodon xanthopterygion,66201,NA,NA
Sympterichthys moultoni,65256,NA,NA
Sympterichthys unipennis,24720,NA,NA
Sympterygia acuta,54032,NA,NA
Sympterygia bonapartii,54031,NA,NA
Sympterygia brevicaudata,54034,NA,NA
Sympterygia lima,51635,NA,NA
Synagrops bellus,3311,NA,NA
Synagrops japonicus,357,NA,NA
Synanceia alula,27445,NA,NA
Synanceia horrida,6389,NA,NA
Synanceia nana,12085,NA,NA
Synanceia platyrhynchus,61246,NA,NA
Synanceia quinque,69496,NA,NA
Synanceia verrucosa,5825,NA,NA
Synaphobranchus affinis,7476,3.29999995231628,11.3000001907349
Synaphobranchus brevidorsalis,22585,2.40000009536743,11.3000001907349
Synaphobranchus calvus,63906,NA,NA
Synaphobranchus dolichorhynchus,61207,NA,NA
Synaphobranchus kaupii,9104,-1.10000002384186,9.80000019073486
Synaphobranchus oregoni,54273,3.20000004768372,6.69999980926514
Synaptura albomaculata,25291,NA,NA
Synaptura cadenati,8853,NA,NA
Synaptura commersonnii,14395,NA,NA
Synaptura megalepidoura,17368,NA,NA
Synapturichthys kleinii,1763,NA,NA
Synchiropus altivelis,10608,NA,NA
Synchiropus atrilabiatus,50098,NA,NA
Synchiropus australis,60087,NA,NA
Synchiropus bartelsi,27547,NA,NA
Synchiropus circularis,17472,NA,NA
Synchiropus claudiae,60557,NA,NA
Synchiropus corallinus,50546,NA,NA
Synchiropus delandi,59287,NA,NA
Synchiropus goodenbeani,54437,NA,NA
Synchiropus grandoculis,60541,NA,NA
Synchiropus grinnelli,59300,NA,NA
Synchiropus hawaiiensis,60542,NA,NA
Synchiropus ijimai,24202,18,22
Synchiropus kanmuensis,59601,NA,NA
Synchiropus kinmeiensis,59478,NA,NA
Synchiropus kiyoae,24212,NA,NA
Synchiropus laddi,17475,NA,NA
Synchiropus lateralis,59288,NA,NA
Synchiropus lineolatus,58300,NA,NA
Synchiropus marmoratus,8001,NA,NA
Synchiropus minutulus,25700,NA,NA
Synchiropus monacanthus,10763,NA,NA
Synchiropus morrisoni,12643,NA,NA
Synchiropus moyeri,27030,NA,NA
Synchiropus novaecaledoniae,60085,NA,NA
Synchiropus novaehiberniensis,69808,NA,NA
Synchiropus ocellatus,7981,NA,NA
Synchiropus orientalis,61609,NA,NA
Synchiropus orstom,60543,NA,NA
Synchiropus phaeton,1703,NA,NA
Synchiropus picturatus,12740,NA,NA
Synchiropus postulus,17031,NA,NA
Synchiropus rameus,8132,NA,NA
Synchiropus randalli,55261,NA,NA
Synchiropus richeri,60545,NA,NA
Synchiropus rosulentus,59479,NA,NA
Synchiropus rubrovinctus,59299,NA,NA
Synchiropus sechellensis,25699,NA,NA
Synchiropus signipinnis,60546,NA,NA
Synchiropus splendidus,12644,NA,NA
Synchiropus springeri,56779,NA,NA
Synchiropus stellatus,7802,NA,NA
Synchiropus sycorax,68313,NA,NA
Synchiropus tudorjonesi,66423,NA,NA
Synchiropus valdiviae,60561,NA,NA
Synchiropus zamboangana,59298,NA,NA
Synchirus gilli,4143,NA,NA
Synclidopus macleayanus,8953,NA,NA
Syngnathoides biaculeatus,5980,NA,NA
Syngnathus abaster,1769,NA,NA
Syngnathus acus,1770,NA,NA
Syngnathus affinis,3292,NA,NA
Syngnathus auliscus,3294,NA,NA
Syngnathus californiensis,3295,NA,NA
Syngnathus caribbaeus,23344,NA,NA
Syngnathus carinatus,46209,NA,NA
Syngnathus chihiroe,69751,NA,NA
Syngnathus louisianae,3304,NA,NA
Syngnathus macrobrachium,46211,NA,NA
Syngnathus macrophthalmus,46212,NA,NA
Syngnathus makaxi,58694,NA,NA
Syngnathus phlegon,1767,NA,NA
Syngnathus rostellatus,1359,NA,NA
Syngnathus safina,61282,NA,NA
Syngnathus schlegeli,23118,NA,NA
Syngnathus scovelli,3306,NA,NA
Syngnathus springeri,3307,NA,NA
Syngnathus taenionotus,16345,NA,NA
Syngnathus temminckii,68845,NA,NA
Syngnathus tenuirostris,25963,NA,NA
Syngnathus typhle,1360,8,24
Syngnathus variegatus,25962,NA,NA
Synodus binotatus,7292,NA,NA
Synodus bondi,68039,NA,NA
Synodus capricornis,55101,NA,NA
Synodus dermatogenys,12620,NA,NA
Synodus doaki,12890,NA,NA
Synodus evermanni,14147,NA,NA
Synodus falcatus,61178,NA,NA
Synodus fasciapelvicus,64927,NA,NA
Synodus foetens,2719,25,34.9000015258789
Synodus fuscus,22956,NA,NA
Synodus gibbsi,60907,NA,NA
Synodus hoshinonis,7941,NA,NA
Synodus indicus,7942,NA,NA
Synodus intermedius,2720,NA,NA
Synodus isolatus,64934,NA,NA
Synodus jaculum,7943,NA,NA
Synodus kaianus,7398,NA,NA
Synodus lacertinus,8219,NA,NA
Synodus lobeli,58374,NA,NA
Synodus lucioceps,2721,NA,NA
Synodus macrops,8299,NA,NA
Synodus macrostigmus,68040,NA,NA
Synodus marchenae,50023,NA,NA
Synodus mascarensis,64060,NA,NA
Synodus mundyi,64980,NA,NA
Synodus nigrotaeniatus,68214,NA,NA
Synodus oculeus,10707,NA,NA
Synodus orientalis,64649,NA,NA
Synodus pacificus,69248,NA,NA
Synodus poeyi,2722,NA,NA
Synodus pylei,64981,NA,NA
Synodus randalli,58509,NA,NA
Synodus rubromarmoratus,10706,NA,NA
Synodus sageneus,10734,NA,NA
Synodus sanguineus,64982,NA,NA
Synodus saurus,1771,NA,NA
Synodus scituliceps,14155,NA,NA
Synodus sechurae,14156,NA,NA
Synodus similis,24640,NA,NA
Synodus synodus,2723,NA,NA
Synodus taiwanensis,63420,NA,NA
Synodus tectus,10328,NA,NA
Synodus ulae,7399,NA,NA
Synodus usitatus,10705,NA,NA
Synodus variegatus,5398,NA,NA
Synodus vityazi,65544,NA,NA
Taaningichthys bathyphilus,7013,NA,NA
Taaningichthys minimus,7419,NA,NA
Taaningichthys paurolychnus,7420,NA,NA
Tactostoma macropus,2713,NA,NA
Taeniamia ataenia,59462,NA,NA
Taeniamia biguttata,5775,NA,NA
Taeniamia bilineata,58158,NA,NA
Taeniamia buruensis,27484,NA,NA
Taeniamia flavofasciata,62300,NA,NA
Taeniamia fucata,5776,NA,NA
Taeniamia kagoshimana,67636,NA,NA
Taeniamia leai,12627,NA,NA
Taeniamia lineolata,7854,NA,NA
Taeniamia macroptera,59188,NA,NA
Taeniamia melasma,67372,NA,NA
Taeniamia mozambiquensis,23656,NA,NA
Taeniamia pallida,27315,NA,NA
Taeniamia zosterophora,5777,NA,NA
Taenianotus triacanthus,5824,NA,NA
Taenioides anguillaris,25125,NA,NA
Taenioides buchanani,25270,NA,NA
Taenioides caniscapulus,60103,NA,NA
Taenioides cirratus,4899,NA,NA
Taenioides eruptionis,60104,NA,NA
Taenioides esquivel,10001,NA,NA
Taenioides kentalleni,60102,NA,NA
Taenioides limicola,23677,NA,NA
Taenioides mordax,60105,NA,NA
Taenioides purpurascens,60106,NA,NA
Taeniopsetta ocellata,24219,NA,NA
Taeniopsetta radula,57087,NA,NA
Taeniura lessoni,68038,NA,NA
Taeniura lymma,5399,NA,NA
Taeniurops grabatus,8969,NA,NA
Taeniurops meyeni,6482,NA,NA
Takifugu alboplumbeus,59620,NA,NA
Takifugu basilevskianus,67697,NA,NA
Takifugu bimaculatus,59619,NA,NA
Takifugu chinensis,13075,NA,NA
Takifugu chrysops,24312,NA,NA
Takifugu exascurus,13079,NA,NA
Takifugu flavidus,24266,NA,NA
Takifugu flavipterus,69106,NA,NA
Takifugu oblongus,8301,NA,NA
Takifugu obscurus,24264,NA,NA
Takifugu ocellatus,55081,NA,NA
Takifugu pardalis,13081,NA,NA
Takifugu plagiocellatus,63997,NA,NA
Takifugu poecilonotus,24268,NA,NA
Takifugu porphyreus,10303,NA,NA
Takifugu pseudommus,24265,NA,NA
Takifugu radiatus,13076,NA,NA
Takifugu reticularis,59618,NA,NA
Takifugu rubripes,8198,NA,NA
Takifugu snyderi,59617,NA,NA
Takifugu stictonotus,13080,NA,NA
Takifugu variomaculatus,63998,NA,NA
Takifugu vermicularis,10301,NA,NA
Takifugu xanthopterus,13074,NA,NA
Talismania antillarum,11248,NA,NA
Talismania aphos,55083,NA,NA
Talismania bifurcata,24576,NA,NA
Talismania brachycephala,58896,NA,NA
Talismania bussingi,54854,NA,NA
Talismania filamentosa,22697,NA,NA
Talismania homoptera,10150,NA,NA
Talismania kotlyari,16694,NA,NA
Talismania longifilis,5061,NA,NA
Talismania mekistonema,11263,NA,NA
Talismania okinawensis,22698,NA,NA
Tanyemblemaria alleni,46789,NA,NA
Taractes asper,3559,NA,NA
Taractes rubescens,10456,NA,NA
Taractichthys longipinnis,3560,10,NA
Taractichthys steindachneri,3561,NA,NA
Taranetzella lyoderma,25268,NA,NA
Taratretis derwentensis,14530,NA,NA
Tarletonbeania crenularis,2738,NA,NA
Tarletonbeania taylori,22998,NA,NA
Tarphops elegans,24218,NA,NA
Tarphops oligolepis,24216,NA,NA
Tauredophidium hextii,54221,NA,NA
Taurocottus bergii,23936,NA,NA
Taurulus bubalis,1361,NA,NA
Tetrosomus stellifer,61111,NA,NA
Tewara cranwellae,47006,NA,NA
Thalasseleotris adela,52435,NA,NA
Thalasseleotris iota,62920,NA,NA
Thalassobathia nelsoni,55190,NA,NA
Thalassobathia pelagica,9004,NA,NA
Thalassoma amblycephalum,5642,24,28
Thalassoma ascensionis,22521,NA,NA
Thalassoma ballieui,7771,NA,NA
Thalassoma bifasciatum,3673,23,26
Thalassoma cupido,6587,NA,NA
Thalassoma duperrey,7770,22,26
Thalassoma genivittatum,25809,NA,NA
Thalassoma grammaticum,13822,NA,NA
Thalassoma hardwicke,5643,24,28
Thalassoma hebraicum,8019,22,26
Thalassoma heiseri,56820,NA,NA
Thalassoma jansenii,5644,24,28
Thalassoma loxum,26968,NA,NA
Thalassoma lucasanum,13860,20,24
Thalassoma lunare,5645,24,28
Thalassoma lutescens,5646,24,28
Thalassoma newtoni,61674,NA,NA
Thalassoma nigrofasciatum,62952,NA,NA
Thalassoma noronhanum,27235,NA,NA
Tigrigobius digueti,46896,NA,NA
Tigrigobius dilepis,16644,NA,NA
Tigrigobius gemmatus,16642,NA,NA
Tigrigobius harveyi,67706,NA,NA
Tigrigobius janssi,46868,NA,NA
Tigrigobius limbaughi,61016,NA,NA
Tigrigobius macrodon,3875,NA,NA
Tautoga onitis,458,NA,NA
Tautogolabrus adspersus,3672,NA,NA
Teixeirichthys jordani,10742,NA,NA
Telatrygon acutirostra,54630,NA,NA
Telatrygon biasa,68036,NA,NA
Telatrygon crozieri,69055,NA,NA
Telatrygon zugei,8205,NA,NA
Temera hardwickii,8400,NA,NA
Temnocora candida,51554,NA,NA
Tentoriceps cristatus,7947,NA,NA
Tenualosa ilisha,1596,NA,NA
Tenualosa macrura,1597,NA,NA
Tenualosa reevesii,1598,NA,NA
Tenualosa toli,1600,NA,NA
Tenuicephalus melampeplus,54216,NA,NA
Tenuicephalus multitrabs,69717,NA,NA
Tenuicephalus silus,54215,NA,NA
Tenuicephalus squamilabrus,69716,NA,NA
Tephrinectes sinensis,25460,NA,NA
Teramulus kieneri,1308,NA,NA
Terapon jarbua,4458,26,29
Terapon puta,7946,NA,NA
Terapon theraps,4829,NA,NA
Terelabrus dewapyle,67902,20,24
Terelabrus flavocephalus,70517,NA,NA
Terelabrus rubrovittatus,59475,NA,NA
Tetrabrachium ocellatum,8095,NA,NA
Tetractenos glaber,52455,NA,NA
Tetractenos hamiltoni,55042,NA,NA
Tetragondacnus spilotus,64487,NA,NA
Tetragonurus atlanticus,3928,NA,NA
Tetragonurus cuvieri,1772,NA,NA
Tetragonurus pacificus,26385,NA,NA
Tetraodon implutus,26331,NA,NA
Tetrapturus angustirostris,3915,NA,NA
Tetrapturus belone,1823,NA,NA
Tetrapturus georgii,222,NA,NA
Tetrapturus pfluegeri,220,NA,NA
Tetraroge barbata,11764,NA,NA
Tetraroge nigra,11765,NA,NA
Tetronarce californica,2552,NA,NA
Tetronarce cowleyi,68041,NA,NA
Tetronarce fairchildi,48865,NA,NA
Tetronarce formosa,63779,NA,NA
Tetronarce macneilli,24104,NA,NA
Tetronarce microdiscus,54843,NA,NA
Tetronarce nobiliana,2553,NA,NA
Tetronarce occidentalis,68786,NA,NA
Tetronarce peruana,27061,NA,NA
Tetronarce puelcha,57376,NA,NA
Tetronarce semipelagica,54844,NA,NA
Tetronarce tokionis,22539,NA,NA
Tetronarce tremens,13273,NA,NA
Tetrosomus concatenatus,8060,NA,NA
Tetrosomus gibbosus,8129,NA,NA
Thalassoma pavo,2500,18,25
Thalassoma purpureum,5647,NA,NA
Thalassoma quinquevittatum,5648,NA,NA
Thalassoma robertsoni,59638,NA,NA
Thalassoma rueppellii,25787,24,28
Thalassoma sanctaehelenae,59651,NA,NA
Thalassoma septemfasciatum,59650,NA,NA
Thalassoma trilobatum,5649,NA,NA
Thalassoma virens,13821,NA,NA
Thalassophryne maculosa,971,NA,NA
Thalassophryne megalops,53560,NA,NA
Thalassophryne montevidensis,53567,NA,NA
Thalassophryne nattereri,28222,NA,NA
Thalassophryne punctata,53557,NA,NA
Thaleichthys pacificus,256,NA,NA
Thamnaconus analis,49304,NA,NA
Thamnaconus arenaceus,10797,NA,NA
Thamnaconus degeni,14556,NA,NA
Thamnaconus fajardoi,7852,NA,NA
Thamnaconus fijiensis,54921,NA,NA
Thamnaconus garretti,69522,NA,NA
Thamnaconus hypargyreus,11683,NA,NA
Thamnaconus melanoproctes,46436,NA,NA
Thamnaconus modestoides,7855,NA,NA
Thamnaconus modestus,6611,10,28
Thamnaconus multilineatus,24251,NA,NA
Thamnaconus paschalis,55047,NA,NA
Thamnaconus septentrionalis,24252,NA,NA
Thamnaconus striatus,10594,NA,NA
Thamnaconus tessellatus,8302,NA,NA
Thaumatichthys axeli,52839,NA,NA
Thaumatichthys binghami,52840,NA,NA
Thaumatichthys pagidostomus,52841,NA,NA
Thermarces andersoni,58993,NA,NA
Thermarces cerberus,48327,NA,NA
Thermarces pelophilum,54243,NA,NA
Thermichthys hollisi,56385,NA,NA
Thermobiotes mytilogeiton,58301,5,20
Thorogobius alvheimi,68683,NA,NA
Thorogobius angolensis,5104,NA,NA
Thorogobius ephippiatus,7689,NA,NA
Thorogobius laureatus,68685,NA,NA
Thorogobius macrolepis,16347,NA,NA
Thorogobius rofeni,22797,NA,NA
Thorophos euryops,59114,NA,NA
Thorophos nexilis,59115,NA,NA
Thrissina baelama,582,NA,NA
Thrissina belvedere,70012,NA,NA
Thrissina chefuensis,584,NA,NA
Thrissina cultella,70013,NA,NA
Thrissina serena,70014,NA,NA
Thrissina vitrirostris,602,NA,NA
Thrissina whiteheadi,603,NA,NA
Thryssa adelae,580,NA,NA
Thryssa aestuaria,581,NA,NA
Thryssa brevicauda,583,NA,NA
Thryssa dayi,585,NA,NA
Thryssa dussumieri,586,NA,NA
Thryssa encrasicholoides,587,NA,NA
Thryssa gautamiensis,588,NA,NA
Thryssa hamiltonii,589,NA,NA
Thryssa kammalensis,590,NA,NA
Thryssa malabarica,592,NA,NA
Thryssa marasriae,593,NA,NA
Thryssa mystax,594,NA,NA
Thryssa polybranchialis,595,NA,NA
Thryssa purava,596,NA,NA
Thryssa scratchleyi,598,NA,NA
Thryssa setirostris,599,NA,NA
Thryssa spinidens,600,NA,NA
Thunnus alalunga,142,9.5,25.2000007629395
Thunnus alalunga,142,NA,NA
Thunnus albacares,143,15,31
Thunnus atlanticus,144,20,NA
Thunnus maccoyii,145,5,20
Thunnus obesus,146,13,29
Thunnus obesus,146,NA,NA
Thunnus orientalis,14290,NA,NA
Thunnus thynnus,147,3,30
Thunnus thynnus,147,NA,NA
Thunnus tonggol,148,NA,NA
Thymallus flavomaculatus,63055,NA,NA
Thymichthys politus,24718,NA,NA
Thymichthys verrucosus,24724,NA,NA
Thyriscus anoplus,51486,NA,NA
Thyrsites atun,489,13,18
Thyrsitoides marleyi,7698,NA,NA
Thyrsitops lepidopoides,490,NA,NA
Thysanactis dentex,11798,NA,NA
Thysanichthys crossotus,23874,NA,NA
Thysanophrys armata,53047,NA,NA
Thysanophrys celebica,15242,NA,NA
Thysanophrys chiltonae,12902,NA,NA
Thysanophrys cirronasus,52352,NA,NA
Thysanophrys longirostris,12994,NA,NA
Thysanophrys papillaris,56107,NA,NA
Thysanophrys randalli,66773,NA,NA
Thysanophrys rarita,66774,NA,NA
Thysanophrys springeri,66775,NA,NA
Thysanophrys tricaudata,66776,NA,NA
Thysanopsetta naresi,54751,NA,NA
Tigrigobius multifasciatus,12444,NA,NA
Tigrigobius nesiotes,54395,NA,NA
Tigrigobius pallens,16643,NA,NA
Tigrigobius panamensis,65484,NA,NA
Tigrigobius redimiculus,63413,NA,NA
Tigrigobius rubrigenis,65483,NA,NA
Tigrigobius saucrus,57964,NA,NA
Trachicephalus uranoscopus,59086,NA,NA
Trachichthys australis,15633,NA,NA
Trachidermus fasciatus,48979,NA,NA
Trachinocephalus atrisignis,70223,NA,NA
Trachinocephalus gauguini,68867,NA,NA
Trachinocephalus myops,2724,NA,NA
Trachinocephalus trachinus,69559,NA,NA
Trachinops brauni,14987,NA,NA
Trachinops caudimaculatus,14989,NA,NA
Trachinops noarlungae,14992,NA,NA
Trachinops taeniatus,14994,NA,NA
Trachinotus africanus,1967,NA,NA
Trachinotus anak,1966,NA,NA
Trachinotus baillonii,1978,NA,NA
Trachinotus blochii,1963,NA,NA
Trachinotus botla,1965,NA,NA
Trachinotus carolinus,380,NA,NA
Trachinotus cayennensis,1009,NA,NA
Tigrigobius zebrellus,47275,NA,NA
Tilesina gibbosa,24003,3.7,13.3
Tilodon sexfasciatus,12237,NA,NA
Timorichthys angustus,67052,NA,NA
Timorichthys disjunctus,66391,NA,NA
Tomicodon absitus,55744,NA,NA
Tomicodon abuelorum,60713,26,30
Tomicodon australis,61481,NA,NA
Tomicodon bidens,46478,NA,NA
Tomicodon boehlkei,46929,NA,NA
Tomicodon briggsi,61480,NA,NA
Tomicodon chilensis,55735,NA,NA
Tomicodon clarkei,61483,NA,NA
Tomicodon cryptus,61484,NA,NA
Tomicodon eos,46927,NA,NA
Tomicodon fasciatus,16661,NA,NA
Tomicodon humeralis,46922,NA,NA
Tomicodon lavettsmithi,61485,NA,NA
Tomicodon leurodiscus,61486,NA,NA
Tomicodon myersi,55746,NA,NA
Tomicodon petersii,46481,NA,NA
Tomicodon prodomus,55749,NA,NA
Tomicodon reitzae,60707,NA,NA
Tomicodon rhabdotus,55748,NA,NA
Tomicodon rupestris,61487,NA,NA
Tomicodon vermiculatus,55747,NA,NA
Tomicodon zebra,55739,NA,NA
Tomiyamichthys alleni,57588,NA,NA
Tomiyamichthys dorsostigma,66363,NA,NA
Tomiyamichthys emilyae,69051,23,25
Tomiyamichthys eyreae,69346,NA,NA
