Species,SpecCode,TempMin,TempMax
Anampses geographicus,4891,NA,NA
Anampses lennardi,4917,NA,NA
Anampses lineatus,7800,23,28
Anampses melanurus,5622,23,28
Anampses meleagrides,4889,24,28
Anampses neoguinaicus,4890,NA,NA
Anampses twistii,4893,NA,NA
Anaora tentaculata,17464,NA,NA
Anarchias allardicei,6483,NA,NA
Anarchias cantonensis,6484,NA,NA
Anarchias euryurus,9029,NA,NA
Anarchias exulatus,65812,NA,NA
Anarchias galapagensis,13779,NA,NA
Anarchias leucurus,58622,NA,NA
Anarchias longicauda,58601,NA,NA
Anarchias schultzi,65813,NA,NA
Anarchias seychellensis,6485,NA,NA
Anarchias similis,2608,NA,NA
Anarchias supremus,64573,NA,NA
Anarchopterus criniger,3287,NA,NA
Anarchopterus tectus,3290,NA,NA
Anarhichas denticulatus,3810,NA,NA
Anarhichas lupus,2501,NA,NA
Anarhichas minor,3811,NA,NA
Anarhichas orientalis,3812,NA,NA
Anarrhichthys ocellatus,3813,NA,NA
Anatolanthias apiomycter,59848,NA,NA
Anchichoerops natalensis,14328,NA,NA
Anchoa analis,1666,NA,NA
Anchoa argentivittata,1680,NA,NA
Anchoa cayorum,1682,NA,NA
Anchoa chamensis,1683,NA,NA
Anchoa choerostoma,1684,NA,NA
Anchoa colonensis,1685,NA,NA
Anchoa compressa,1686,NA,NA
Anchoa cubana,1687,NA,NA
Anchoa curta,279,NA,NA
Anchoa delicatissima,278,NA,NA
Anchoa eigenmannia,280,NA,NA
Anchoa exigua,1137,NA,NA
Anchoa filifera,926,NA,NA
Anchoa helleri,1689,NA,NA
Anchoa hepsetus,1133,NA,NA
Anchoa ischana,1127,NA,NA
Anchoa januaria,435,NA,NA
Anchoa lamprotaenia,1688,NA,NA
Anchoa lucida,931,NA,NA
Anchoa lyolepis,1132,NA,NA
Anchoa marinii,925,NA,NA
Anchoa mitchilli,545,NA,NA
Anchoa mundeola,730,NA,NA
Anchoa mundeoloides,570,NA,NA
Anchoa nasus,1163,NA,NA
Anchoa panamensis,534,NA,NA
Anchoa parva,535,NA,NA
Anchoa pectoralis,536,NA,NA
Anchoa scofieldi,537,NA,NA
Anchoa spinifer,538,NA,NA
Anchoa starksi,539,NA,NA
Anchoa tricolor,540,NA,NA
Anchoa trinitatis,541,NA,NA
Anchoa walkeri,542,NA,NA
Anchovia clupeoides,543,NA,NA
Anchovia landivarensis,70467,NA,NA
Anchovia macrolepidota,544,NA,NA
Anchoviella balboae,1667,NA,NA
Anchoviella blackburni,1668,NA,NA
Anchoviella brevirostris,1669,NA,NA
Anchoviella cayennensis,1671,NA,NA
Anchoviella elongata,1672,NA,NA
Anchoviella hernanni,70106,NA,NA
Anchoviella lepidentostole,1675,NA,NA
Anchoviella perfasciata,1678,NA,NA
Ancistrogobius dipus,65437,NA,NA
Ancistrogobius squamiceps,65438,NA,NA
Ancistrogobius yanoi,65439,NA,NA
Ancistrogobius yoshigoui,65440,NA,NA
Apogonichthys landoni,59775,NA,NA
Apogonichthys ocellatus,5740,NA,NA
Apogonichthys perdix,5741,NA,NA
Apolemichthys arcuatus,7811,NA,NA
Apolemichthys armitagei,25411,NA,NA
Apolemichthys griffisi,8772,NA,NA
Apolemichthys guezei,10934,NA,NA
Apolemichthys kingi,25426,NA,NA
Apolemichthys trimaculatus,6525,NA,NA
Apolemichthys xanthopunctatus,10938,NA,NA
Apolemichthys xanthotis,10940,NA,NA
Apolemichthys xanthurus,10943,NA,NA
Apopterygion alta,46353,NA,NA
Apopterygion oculus,46357,NA,NA
Aporops bilinearis,14996,NA,NA
Argyrops flavops,69508,NA,NA
Argyrops megalommatus,61176,NA,NA
Argyrops notialis,69506,NA,NA
Argyrops spinifer,442,NA,NA
Argyrosomus amoyensis,10367,NA,NA
Argyrosomus beccus,15852,NA,NA
Argyrosomus coronus,17278,NA,NA
Andriashevia aptera,47874,NA,NA
Andriashevicottus megacephalus,59503,NA,NA
Anguilla anguilla,35,4,20
Anguilla anguilla,35,NA,NA
Anguilla australis,297,NA,NA
Anguilla bengalensis,1272,NA,NA
Anguilla bicolor,1274,NA,NA
Anguilla borneensis,67461,NA,NA
Anguilla celebesensis,11521,NA,NA
Anguilla dieffenbachii,11878,NA,NA
Anguilla interioris,17282,NA,NA
Anguilla japonica,295,4,27
Anguilla labiata,1273,NA,NA
Anguilla luzonensis,65262,NA,NA
Anguilla marmorata,1275,NA,NA
Anguilla megastoma,12408,NA,NA
Anguilla mossambica,1276,NA,NA
Anguilla nebulosa,11700,NA,NA
Anguilla obscura,7511,NA,NA
Anguilla reinhardtii,7512,NA,NA
Anguilla rostrata,296,4,25
Anisarchus macrops,23774,NA,NA
Anisarchus medius,3789,NA,NA
Anisochromis kenyae,23599,NA,NA
Anisochromis mascarenensis,59730,NA,NA
Anisochromis straussi,59731,NA,NA
Anisotremus caesius,13701,NA,NA
Anisotremus davidsonii,3568,NA,NA
Anisotremus espinozai,70333,NA,NA
Anisotremus interruptus,8253,NA,NA
Anisotremus perezponcedeleoni,70334,NA,NA
Anisotremus scapularis,8255,NA,NA
Anisotremus surinamensis,1123,NA,NA
Anisotremus taeniatus,13703,NA,NA
Anisotremus virginicus,1124,NA,NA
Anodontostoma chacunda,1619,NA,NA
Anodontostoma selangkat,1620,NA,NA
Anodontostoma thailandiae,1621,NA,NA
Anomalops katoptron,7184,NA,NA
Anoplagonus inermis,4155,NA,NA
Anoplagonus occidentalis,24010,NA,NA
Anoplarchus insignis,3775,NA,NA
Anoplarchus purpurescens,3776,NA,NA
Anoplocapros amygdaloides,14558,NA,NA
Anoplocapros inermis,14559,NA,NA
Anoplocapros lenticularis,14560,NA,NA
Anoplogaster brachycera,12018,NA,NA
Anoplogaster cornuta,2308,NA,NA
Anoplopoma fimbria,512,NA,NA
Anoptoplacus pygmaeus,68482,NA,NA
Anotopterus nikparini,60529,NA,NA
Anotopterus pharao,2729,NA,NA
Anotopterus vorax,60528,NA,NA
Anoxypristis cuspidata,8211,NA,NA
Antennablennius adenensis,46412,NA,NA
Antennablennius australis,8042,NA,NA
Antennablennius bifilum,8041,NA,NA
Antennablennius ceylonensis,62867,NA,NA
Antennablennius hypenetes,46413,NA,NA
Antennablennius sexfasciatus,67695,NA,NA
Antennablennius simonyi,46414,NA,NA
Antennablennius variopunctatus,46415,NA,NA
Antennablennius velifer,67071,NA,NA
Antennarius biocellatus,11113,NA,NA
Antennarius hispidus,8074,NA,NA
Antennarius indicus,23738,NA,NA
Antennarius maculatus,9259,NA,NA
Antennarius multiocellatus,3084,NA,NA
Antennarius pardalis,5072,NA,NA
Antennarius pauciradiatus,3086,NA,NA
Antennarius pictus,10276,NA,NA
Antennarius randalli,7295,NA,NA
Antennarius scaber,69561,NA,NA
Antennarius striatus,5474,NA,NA
Antennatus flagellatus,28139,NA,NA
Antennatus linearis,59456,NA,NA
Antennatus strigatus,13455,NA,NA
Antennatus tuberosus,11150,NA,NA
Anthias anthias,1692,16,22
Anthias asperilinguis,56828,NA,NA
Anthias cyprinoides,26849,NA,NA
Anthias helenensis,26852,NA,NA
Anthias menezesi,56829,NA,NA
Anthias nicholsi,3313,NA,NA
Anthias noeli,58687,NA,NA
Anthias woodsi,56827,NA,NA
Antigonia aurorosea,59051,NA,NA
Antigonia capros,3258,NA,NA
Antigonia combatia,3259,NA,NA
Antigonia emanuela,69234,NA,NA
Antigonia eos,59055,NA,NA
Antigonia hulleyi,63159,NA,NA
Antigonia indica,59052,NA,NA
Antigonia kenyae,63845,NA,NA
Antigonia malayana,10638,NA,NA
Antigonia ovalis,64512,NA,NA
Antigonia quiproqua,64513,NA,NA
Antigonia rhomboidea,14237,NA,NA
Antigonia rubescens,7651,NA,NA
Antigonia rubicunda,59079,NA,NA
Antigonia saya,59053,NA,NA
Antigonia socotrae,64514,NA,NA
Antigonia undulata,63158,NA,NA
Antigonia xenolepis,59054,NA,NA
Antilligobius nikkiae,67429,NA,NA
Antimora microlepis,2006,NA,NA
Antimora rostrata,2005,NA,NA
Antipodocottus elegans,15148,NA,NA
Antipodocottus galatheae,15150,NA,NA
Antipodocottus megalops,46979,NA,NA
Antipodocottus mesembrinus,56755,NA,NA
Anyperodon leucogrammicus,4922,NA,NA
Apagesoma australe,63864,NA,NA
Apagesoma delosommatum,8944,NA,NA
Apagesoma edentatum,54225,NA,NA
Apeltes quadracus,3269,4,20
Aphaniops dispar,4813,16,26
Aphanius fasciatus,4834,10,24
Aphanopus arigato,59043,NA,NA
Aphanopus beckeri,59044,NA,NA
Aphanopus capricornis,59045,NA,NA
Aphanopus carbo,646,NA,NA
Aphanopus intermedius,8540,NA,NA
Aphanopus microphthalmus,8541,NA,NA
Aphanopus mikhailini,8542,NA,NA
Aphareus furca,81,NA,NA
Aphareus rutilans,83,NA,NA
Aphia minuta,39,13,16
Aphos porosus,50015,NA,NA
Aphyonus gelatinosus,9006,NA,NA
Apionichthys dumerili,8150,NA,NA
Apistops caloundra,10317,NA,NA
Apistus carinatus,6383,NA,NA
Aplatophis chauliodus,7550,NA,NA
Aplatophis zorro,59958,NA,NA
Apletodon bacescui,57253,NA,NA
Apletodon barbatus,65302,NA,NA
Apletodon dentatus,9196,NA,NA
Apletodon gabonensis,68992,NA,NA
Apletodon incognitus,51745,NA,NA
Apletodon pellegrini,16734,NA,NA
Apletodon wirtzi,63358,NA,NA
Aploactis aspera,9237,NA,NA
Aploactisoma milesii,52225,NA,NA
Aplodactylus arctidens,47003,NA,NA
Aplodactylus etheridgii,27509,NA,NA
Aplodactylus lophodon,52462,NA,NA
Aplodactylus punctatus,12909,NA,NA
Aplodactylus westralis,15712,NA,NA
Apocryptes bato,13535,23,28
Apocryptodon madurensis,7328,NA,NA
Apodichthys flavidus,3799,NA,NA
Apodichthys fucorum,3809,NA,NA
Apodocreedia vanderhorsti,7999,NA,NA
Apogon americanus,27233,NA,NA
Apogon atradorsatus,25507,NA,NA
Apogon atricaudus,46600,NA,NA
Apogon aurolineatus,3521,NA,NA
Apogon axillaris,17360,NA,NA
Apogon binotatus,3522,NA,NA
Apogon campbelli,63429,NA,NA
Apogon caudicinctus,58152,NA,NA
Apogon ceramensis,67937,NA,NA
Apogon coccineus,5752,NA,NA
Apogon crassiceps,12992,NA,NA
Apogon dammermani,27481,NA,NA
Apogon deetsie,51830,NA,NA
Apogon dhofar,27313,NA,NA
Apogon dianthus,60364,NA,NA
Apogon doryssa,5753,NA,NA
Apogon dovii,8256,NA,NA
Apogon erythrinus,12998,NA,NA
Apogon erythrosoma,65004,NA,NA
Apogon fugax,70340,NA,NA
Apogon gouldi,60348,NA,NA
Apogon guadalupensis,3523,NA,NA
Apogon hypselonotus,70432,NA,NA
Apogon imberbis,1693,NA,NA
Apogon indicus,60052,NA,NA
Apogon kautamea,63427,NA,NA
Apogon lachneri,3524,NA,NA
Apogon lativittatus,59452,NA,NA
Apogon leptocaulus,3525,NA,NA
Apogon maculatus,3526,NA,NA
Apogon marquesensis,60054,NA,NA
Apogon mosavi,12409,NA,NA
Apogon nitidus,23651,NA,NA
Apogon pacificus,25508,NA,NA
Apogon phenax,3527,NA,NA
Apogon pillionatus,3528,NA,NA
Apogon planifrons,3529,NA,NA
Apogon posterofasciatus,60353,NA,NA
Apogon pseudomaculatus,3530,NA,NA
Apogon quadrisquamatus,3531,NA,NA
Apogon retrosella,46598,NA,NA
Apogon robbyi,50361,NA,NA
Apogon robinsi,16435,NA,NA
Apogon rubellus,62869,NA,NA
Apogon rubrifuscus,63428,NA,NA
Apogon seminigracaudus,63902,NA,NA
Apogon semiornatus,8008,NA,NA
Apogon soloriens,70365,NA,NA
Apogon susanae,60053,NA,NA
Apogon talboti,12906,NA,NA
Apogon townsendi,3532,NA,NA
Apogon tricinctus,66861,NA,NA
Apogon unicolor,23741,NA,NA
Apogonichthyoides atripes,60369,NA,NA
Apogonichthyoides brevicaudatus,10543,NA,NA
Apogonichthyoides cantoris,60357,NA,NA
Apogonichthyoides cathetogramma,59776,NA,NA
Apogonichthyoides chrysurus,14902,NA,NA
Apogonichthyoides erdmanni,66327,NA,NA
Apogonichthyoides euspilotus,64496,NA,NA
Apogonichthyoides gardineri,58154,NA,NA
Apogonichthyoides heptastygma,50885,NA,NA
Apogonichthyoides maculipinnis,25687,NA,NA
Apogonichthyoides melas,5749,NA,NA
Apogonichthyoides miniatus,65763,NA,NA
Apogonichthyoides niger,8232,NA,NA
Apogonichthyoides nigripinnis,8012,NA,NA
Apogonichthyoides opercularis,14817,NA,NA
Apogonichthyoides pharaonis,60362,NA,NA
Apogonichthyoides pseudotaeniatus,26632,NA,NA
Apogonichthyoides regani,52959,NA,NA
Apogonichthyoides sialis,60368,NA,NA
Apogonichthyoides taeniatus,127,NA,NA
Apogonichthyoides timorensis,12658,22,27
Apogonichthyoides umbratilis,65323,NA,NA
Apogonichthyoides uninotatus,59764,NA,NA
Apogonichthys infuscus,70433,NA,NA
Aprion virescens,84,NA,NA
Apristurus albisoma,58249,NA,NA
Apristurus ampliceps,64118,NA,NA
Apristurus aphyodes,54373,NA,NA
Apristurus australis,64107,NA,NA
Apristurus breviventralis,67532,NA,NA
Apristurus brunneus,763,NA,NA
Apristurus bucephalus,64119,NA,NA
Apristurus canutus,764,NA,NA
Apristurus exsanguis,59467,NA,NA
Apristurus fedorovi,58230,NA,NA
Apristurus garricki,66995,NA,NA
Apristurus gibbosus,27225,NA,NA
Apristurus herklotsi,765,NA,NA
Apristurus indicus,766,NA,NA
Apristurus internatus,58250,NA,NA
Apristurus investigatoris,767,NA,NA
Apristurus japonicus,768,NA,NA
Apristurus kampae,769,NA,NA
Apristurus laurussonii,770,NA,NA
Apristurus longicephalus,771,NA,NA
Apristurus macrorhynchus,772,NA,NA
Apristurus macrostomus,27226,NA,NA
Apristurus manis,774,NA,NA
Apristurus manocheriani,69580,NA,NA
Apristurus melanoasper,62554,NA,NA
Apristurus microps,775,NA,NA
Apristurus micropterygeus,27227,NA,NA
Apristurus nakayai,66849,NA,NA
Apristurus nasutus,776,NA,NA
Apristurus parvipinnis,777,NA,NA
Apristurus pinguis,58251,NA,NA
Apristurus platyrhynchus,778,NA,NA
Apristurus profundorum,779,NA,NA
Apristurus riveri,780,NA,NA
Apristurus saldanha,781,NA,NA
Apristurus sibogae,782,NA,NA
Apristurus sinensis,783,NA,NA
Apristurus spongiceps,784,NA,NA
Apristurus stenseni,786,NA,NA
Apristurus yangi,68363,NA,NA
Aprognathodon platyventris,2634,NA,NA
Apsilus dentatus,85,NA,NA
Apsilus fuscus,86,NA,NA
Apterichtus anguiformis,9074,NA,NA
Apterichtus ansp,2635,NA,NA
Apterichtus australis,63838,NA,NA
Apterichtus caecus,1788,NA,NA
Apterichtus dunalailai,68163,NA,NA
Apterichtus equatorialis,13898,NA,NA
Apterichtus flavicaudus,53823,NA,NA
Apterichtus gracilis,9075,NA,NA
Apterichtus hatookai,67869,NA,NA
Apterichtus jeffwilliamsi,68164,NA,NA
Apterichtus kendalli,2636,NA,NA
Apterichtus keramanus,27962,NA,NA
Apterichtus klazingai,12884,NA,NA
Apterichtus malabar,68262,NA,NA
Apterichtus monodi,9076,NA,NA
Apterichtus moseri,53822,NA,NA
Apterichtus mysi,68162,NA,NA
Apterichtus nariculus,68263,NA,NA
Apterichtus orientalis,27807,NA,NA
Apterichtus soyoae,69198,NA,NA
Apterichtus succinus,68167,NA,NA
Apterygocampus epinnulatus,7717,NA,NA
Aptocyclus ventricosus,4177,NA,NA
Aptychotrema rostrata,15384,NA,NA
Aptychotrema timorensis,63348,NA,NA
Aptychotrema vincentiana,24022,NA,NA
Aracana aurita,14561,NA,NA
Aracana ornata,14562,NA,NA
Araiophos eastropas,59113,NA,NA
Araiophos gracilis,70469,NA,NA
Archamia bleekeri,60358,NA,NA
Archistes biseriatus,4040,NA,NA
Archistes plumarius,61284,NA,NA
Archosargus pourtalesii,8111,NA,NA
Archosargus probatocephalus,441,NA,NA
Archosargus rhomboidalis,1219,22,30
Arcos decoris,46469,NA,NA
Arcos erythrops,46470,NA,NA
Arcos nudus,16663,NA,NA
Arcos poecilophthalmos,25544,NA,NA
Arcos rhodospilus,46471,NA,NA
Arctogadus glacialis,1872,NA,NA
Arctoraja parmifera,2564,1.7,6.8
Arctoraja sexoculata,69617,NA,NA
Arctoraja simoterus,22566,NA,NA
Arctoscopus japonicus,463,NA,NA
Arctozenus australis,69412,NA,NA
Arctozenus risso,6977,NA,NA
Arcygobius baliurus,52799,NA,NA
Arenigobius bifrenatus,52433,NA,NA
Arenigobius frenatus,52434,NA,NA
Arenigobius leftwichi,61335,NA,NA
Argentina aliceae,13469,NA,NA
Argentina australiae,14007,NA,NA
Argentina brasiliensis,65064,NA,NA
Argentina brucei,7518,NA,NA
Argentina elongata,13142,NA,NA
Argentina euchus,15808,NA,NA
Argentina georgei,60519,8.89999961853027,16.7000007629395
Argentina kagoshimae,22675,NA,NA
Argentina sialis,2699,NA,NA
Argentina silus,2700,NA,NA
Argentina sphyraena,20,NA,NA
Argentina stewarti,60520,NA,NA
Argentina striata,2701,NA,NA
Argentinolycus elongatus,48050,NA,NA
Argyripnus atlanticus,11678,NA,NA
Argyripnus boreopacificus,70470,NA,NA
Argyripnus brocki,7386,NA,NA
Argyripnus electronus,54314,NA,NA
Argyripnus ephippiatus,7387,NA,NA
Argyripnus hulleyi,65528,NA,NA
Argyripnus iridescens,24494,NA,NA
Argyripnus pharos,63903,NA,NA
Argyrocottus zanderi,23944,NA,NA
Argyropelecus aculeatus,130,NA,NA
Argyropelecus affinis,40,NA,NA
Argyropelecus gigas,2082,NA,NA
Argyropelecus hemigymnus,6968,NA,NA
Argyropelecus lychnus,11549,NA,NA
Argyropelecus olfersii,5097,NA,NA
Argyropelecus sladeni,7392,NA,NA
Argyrops bleekeri,8103,NA,NA
Argyrops caeruleops,69507,NA,NA
Argyrops filamentosus,4541,NA,NA
Argyrosomus heinii,14392,NA,NA
Argyrosomus hololepidotus,419,13,24
Argyrosomus inodorus,17270,NA,NA
Argyrosomus japonicus,11979,NA,NA
Argyrosomus regius,418,NA,NA
Argyrosomus thorpei,7916,NA,NA
Aseraggodes albidus,63912,NA,NA
Aseraggodes andersoni,68441,NA,NA
Aseraggodes auroculus,62934,NA,NA
Aseraggodes bahamondei,27517,NA,NA
Aseraggodes beauforti,63922,NA,NA
Aseraggodes borehami,27174,NA,NA
Aseraggodes brevirostris,63025,NA,NA
Astrocottus leprops,23921,NA,NA
Astrocottus matsubarae,23920,NA,NA
Astrocottus oyamai,23922,NA,NA
Astrocottus regulus,64189,NA,NA
Astronesthes atlanticus,51202,NA,NA
Astronesthes barbata,69815,NA,NA
Astronesthes bilobatus,51195,NA,NA
Astronesthes boulengeri,15819,NA,NA
Astronesthes caulophorus,11694,NA,NA
Astronesthes chrysophekadion,10324,NA,NA
Astronesthes cyaneus,10325,NA,NA
Astronesthes decoratus,61114,NA,NA
Astronesthes dupliglandis,51678,NA,NA
Astronesthes exsul,61115,NA,NA
Astronesthes fedorovi,15554,NA,NA
Astronesthes formosanus,63987,NA,NA
Astronesthes galapagensis,56510,NA,NA
Astronesthes gemmifer,11696,NA,NA
Astronesthes gibbsi,58843,NA,NA
Astronesthes gudrunae,61116,NA,NA
Astronesthes haplophos,61117,NA,NA
Astronesthes ijimai,61399,NA,NA
Astronesthes illuminatus,56509,NA,NA
Astronesthes indicus,10211,NA,NA
Astronesthes indopacificus,51681,NA,NA
Astronesthes karsteni,61118,NA,NA
Astronesthes kreffti,61121,NA,NA
Astronesthes lamellosus,51677,NA,NA
Astronesthes lampara,50566,NA,NA
Argyrozona argyrozona,443,NA,NA
Arhynchobatis asperrimus,47414,NA,NA
Ariomma bondi,961,NA,NA
Ariomma brevimanus,10513,NA,NA
Ariomma indica,1300,NA,NA
Ariomma melana,3916,NA,NA
Ariomma parini,51599,NA,NA
Ariomma regulus,962,NA,NA
Ariopsis canteri,69296,NA,NA
Ariopsis felis,947,NA,NA
Ariopsis guatemalensis,13471,NA,NA
Ariopsis seemanni,13480,22,26
Ariosoma anago,8234,NA,NA
Ariosoma anagoides,7856,NA,NA
Ariosoma anale,2624,NA,NA
Ariosoma balearicum,1744,NA,NA
Ariosoma bauchotae,58547,NA,NA
Ariosoma coquettei,27789,NA,NA
Ariosoma dolichopterum,70060,NA,NA
Ariosoma emmae,70397,NA,NA
Ariosoma fasciatum,17404,NA,NA
Ariosoma gilberti,13603,NA,NA
Ariosoma gnanadossi,70471,NA,NA
Ariosoma hemiaspidus,70472,NA,NA
Ariosoma howensis,63056,NA,NA
Ariosoma kapala,58549,NA,NA
Ariosoma majus,23281,NA,NA
Ariosoma marginatum,58379,NA,NA
Ariosoma mauritianum,7671,NA,NA
Ariosoma meeki,58569,NA,NA
Ariosoma megalops,58551,NA,NA
Ariosoma melanospilos,70058,NA,NA
Ariosoma mellissii,9060,NA,NA
Ariosoma multivertebratum,63058,NA,NA
Ariosoma nigrimanum,47151,NA,NA
Ariosoma obud,58642,NA,NA
Ariosoma ophidiophthalmus,58570,NA,NA
Ariosoma opistophthalmum,63191,NA,NA
Ariosoma prorigerum,13623,NA,NA
Ariosoma sanzoi,66819,NA,NA
Ariosoma sazonovi,63059,NA,NA
Ariosoma scheelei,7672,NA,NA
Ariosoma selenops,47177,NA,NA
Ariosoma sereti,63057,NA,NA
Ariosoma shiroanago,23280,NA,NA
Ariosoma sokotranum,58643,NA,NA
Aristostomias grimaldii,11803,NA,NA
Aristostomias lunifer,4814,NA,NA
Aristostomias polydactylus,11806,NA,NA
Aristostomias scintillans,11577,NA,NA
Aristostomias tittmanni,11809,NA,NA
Aristostomias xenostoma,11810,NA,NA
Arius arenarius,58254,NA,NA
Arius arius,1285,NA,NA
Arius cous,54268,NA,NA
Arius gagora,24982,NA,NA
Arius jatius,24986,NA,NA
Arius jella,1289,NA,NA
Arius leptonotacanthus,23380,NA,NA
Arius macronotacanthus,51768,NA,NA
Arius maculatus,1280,NA,NA
Arius madagascariensis,1291,NA,NA
Arius malabaricus,62779,NA,NA
Arius manillensis,27634,NA,NA
Arius microcephalus,27403,NA,NA
Arius subrostratus,1295,NA,NA
Arius sumatranus,1296,NA,NA
Arius utik,23384,NA,NA
Arius venosus,1283,NA,NA
Arnoglossus andrewsi,59540,NA,NA
Arnoglossus arabicus,24420,NA,NA
Arnoglossus armstrongi,59541,NA,NA
Arnoglossus aspilos,13842,NA,NA
Arnoglossus bassensis,52437,NA,NA
Arnoglossus boops,59558,NA,NA
Arnoglossus brunneus,15535,NA,NA
Arnoglossus capensis,8829,NA,NA
Arnoglossus coeruleosticta,55116,NA,NA
Arnoglossus dalgleishi,7637,NA,NA
Arnoglossus debilis,10585,NA,NA
Arnoglossus elongatus,12561,NA,NA
Arnoglossus fisoni,15541,NA,NA
Arnoglossus grohmanni,63361,NA,NA
Arnoglossus imperialis,42,NA,NA
Arnoglossus japonicus,12562,NA,NA
Arnoglossus kessleri,1809,NA,NA
Arnoglossus kotthausi,69669,NA,NA
Arnoglossus laterna,41,NA,NA
Arnoglossus macrolophus,13064,NA,NA
Arnoglossus marisrubri,60532,NA,NA
Arnoglossus micrommatus,28140,NA,NA
Arnoglossus muelleri,14520,NA,NA
Arnoglossus multirastris,59546,NA,NA
Arnoglossus nigrifrons,58969,NA,NA
Arnoglossus oxyrhynchus,15548,NA,NA
Arnoglossus polyspilus,12566,NA,NA
Arnoglossus rueppelii,1695,NA,NA
Arnoglossus sayaensis,24586,NA,NA
Arnoglossus scapha,47433,NA,NA
Arnoglossus septemventralis,58970,NA,NA
Arnoglossus tapeinosoma,56731,NA,NA
Arnoglossus tenuis,15549,NA,NA
Arnoglossus thori,43,NA,NA
Arnoglossus waitei,11675,NA,NA
Arnoglossus yamanakai,58974,NA,NA
Arothron caeruleopunctatus,13051,NA,NA
Arothron carduus,55071,NA,NA
Arothron diadematus,25413,NA,NA
Arothron firmamentum,14568,NA,NA
Arothron gillbanksii,55090,NA,NA
Arothron hispidus,5425,25,NA
Arothron immaculatus,7188,NA,NA
Arothron inconditus,23125,NA,NA
Arothron manilensis,7187,NA,NA
Arothron mappa,7857,NA,NA
Arothron meleagris,6401,NA,NA
Arothron multilineatus,67932,NA,NA
Arothron nigropunctatus,6400,NA,NA
Arothron reticularis,6594,NA,NA
Arotrolepis filicauda,6640,NA,NA
Arrhamphus krefftii,16809,NA,NA
Arrhamphus sclerolepis,16808,NA,NA
Arripis georgiana,392,NA,NA
Arripis trutta,5048,NA,NA
Arripis truttacea,14606,NA,NA
Arripis xylabion,58685,NA,NA
Artedidraco glareobarbatus,59315,NA,NA
Artedidraco longibarbatus,70506,NA,NA
Artedidraco mirus,7065,NA,NA
Artedidraco orianae,7066,NA,NA
Artedidraco shackletoni,7067,NA,NA
Artediellichthys nigripinnis,61286,NA,NA
Artediellina antilope,61293,NA,NA
Artedielloides auriculatus,50357,NA,NA
Artediellus aporosus,61292,NA,NA
Artediellus atlanticus,4041,-1.70000004768372,4
Artediellus camchaticus,23953,NA,NA
Artediellus dydymovi,23948,NA,NA
Artediellus fuscimentus,60028,NA,NA
Artediellus gomojunovi,51388,NA,NA
Artediellus ingens,61285,NA,NA
Artediellus miacanthus,51389,NA,NA
Artediellus minor,60027,NA,NA
Artediellus neyelovi,60026,NA,NA
Artediellus ochotensis,23952,NA,NA
Artediellus pacificus,11708,NA,NA
Artediellus scaber,4042,NA,NA
Artediellus schmidti,23950,NA,NA
Artediellus uncinatus,4043,NA,NA
Artedius corallinus,4044,NA,NA
Artedius fenestralis,4046,NA,NA
Artedius harringtoni,4047,NA,NA
Artedius lateralis,4048,NA,NA
Artedius notospilotus,4050,NA,NA
Aruma histrio,46803,NA,NA
Asarcenchelys longimanus,53798,NA,NA
Ascelichthys rhodorus,4051,NA,NA
Asemichthys taylori,4052,NA,NA
Aseraggodes chapleaui,63913,NA,NA
Aseraggodes cheni,64596,NA,NA
Aseraggodes corymbus,63946,NA,NA
Aseraggodes crypticus,65659,NA,NA
Aseraggodes cyaneus,10584,NA,NA
Aseraggodes cyclurus,62935,NA,NA
Aseraggodes diringeri,59666,NA,NA
Aseraggodes dubius,24093,NA,NA
Aseraggodes filiger,24088,NA,NA
Aseraggodes firmisquamis,62598,NA,NA
Aseraggodes guttulatus,58954,NA,NA
Aseraggodes haackeanus,58950,NA,NA
Aseraggodes heemstrai,63029,NA,NA
Aseraggodes heraldi,62597,NA,NA
Aseraggodes herrei,14113,NA,NA
Aseraggodes holcomi,60812,NA,NA
Aseraggodes jenny,63030,NA,NA
Aseraggodes kaianus,24090,NA,NA
Aseraggodes kimurai,63914,NA,NA
Aseraggodes kobensis,24243,NA,NA
Aseraggodes kruppi,68442,NA,NA
Aseraggodes lateralis,62936,NA,NA
Aseraggodes lenisquamis,62938,NA,NA
Aseraggodes longipinnis,63915,NA,NA
Aseraggodes macronasus,68443,NA,NA
Aseraggodes magnoculus,62939,NA,NA
Aseraggodes martine,68444,NA,NA
Aseraggodes matsuurai,63916,NA,NA
Aseraggodes melanostictus,22522,NA,NA
Aseraggodes microlepidotus,61349,NA,NA
Aseraggodes nigrocirratus,62940,NA,NA
Aseraggodes normani,27584,NA,NA
Aseraggodes orientalis,64597,NA,NA
Aseraggodes pelvicus,62941,NA,NA
Aseraggodes ramsaii,61355,NA,NA
Aseraggodes satapoomini,63917,NA,NA
Aseraggodes senoui,63918,NA,NA
Aseraggodes sinusarabici,58956,NA,NA
Aseraggodes steinitzi,63031,NA,NA
Aseraggodes suzumotoi,63919,NA,NA
Aseraggodes texturatus,61350,NA,NA
Aseraggodes therese,27175,NA,NA
Aseraggodes umbratilis,63032,NA,NA
Aseraggodes whitakeri,22541,NA,NA
Aseraggodes winterbottomi,63920,NA,NA
Aseraggodes xenicus,8908,NA,NA
